customer_choice_number,universal_style_number,division_description,department_description,class_description,subclass_description,product_tag_category_group,product_tag_activity,product_tag_style,search_color,ga_superclass,ga_activity,price,average_rating,total_reviews,product_description,activity_description
658393002,658393,WOMENS,ACCESSORY,BAG/CARRIER/PACK,BACKPACK,Bags,; Travel & Commute,Bags,BLACK,accessory,all day active,149.0,4.1,64.0,"Womens Bags
Revive Convertible Backpack
Color: BLACK (BLACK)
Activity: ; Travel & Commute
About Fit and Sizing: Strap for shoulder carrying; H: 12"" x L: 13""; Tech pocket dimensions: D: 8"" x L: 10""
Material details: Made of YULEX® plant-based foam that is sourced from responsibly managed forests
Additional features: Laptop Friendly; Pockets
Collection: Revive
Online Exclusive","FOR: Commuting, work, and travel; FEEL: Closed cell foam made with YULEX® Rubber is smooth with a sponge-like texture; FAVE: Interior water bottle sleeve with toggle closure; Easy-access pocket on the side to stash your essentials; Monogrammed fabric and hidden mantra inside bag reminds her of her strength
; Travel & Commute"
658394012,658394,WOMENS,ACCESSORY,BAG/CARRIER/PACK,PURSE/CLUTCH,Bags,; Travel & Commute,Bags,BLACK,accessory,all day active,29.0,4.7,74.0,"Womens Bags
All About Phone Crossbody Bag
Color: BLACK (BLACK)
Activity: ; Travel & Commute
About Fit and Sizing: One size fits most; 7.25” L x 4.25” W; Adjustable strap: 40"" min./50"" max
Material details: 69% Polyester/31% Recycled Polyester
Additional features: Pockets; Adjustable Straps
Collection: All About
","FOR: Commuting, work, and travel; FEEL: Recycled polyester fabrication is sleek with a soft hand-feel; FAVE: Compact on-the-go bag with concealed zip pocket on the back side; Adjustable straps for a customizable fit; RFID lining in back zip pocket; Front flap has a hidden magnetic closure
; Travel & Commute"
658419012,658419,ATHLETA GIRLS,GIRLS TOPS,TOPS,S/S,Tops,,Active Tops; long sleeve tee,BLACK,tops,all day active,35.0,4.5,6.0,"Athleta Girls Tops
Athleta Girl 24/7 Cotton Bodysuit
Color: BLACK (BLACK)
About Fit and Sizing: Close to the body for live-in comfort
Material details: 53% Cotton/18% Polyester/18% TENCEL™ Modal/12% Spandex
Final Sale","FOR: School, practice, and play; FEEL: Cotton blend keeps you comfortable; FAVE: Easy layered look; Step-in bodysuit for easy wear
"
658420022,658420,ATHLETA GIRLS,GIRLS TOPS,SWEATSHIRTS,WRAP/OPEN FRONT,Tops,,cardigans; Sweatshirts,GRAY,tops,all day active,55.0,4.8,200.0,"Athleta Girls Tops
Athleta Girl Wrap N Roll Cardigan
Color: GRAY (FOG GREY HEATHER)
About Fit and Sizing: Relaxed with room to move or layer
Material details: 75% TENCEL™ Modal/22% Polyester/3% Lycra
","FOR: School, practice, and play; FEEL: Super-soft Brushed Nirvana is extra cozy; FAVE: Stash pockets on side hold her treasures
"
658427002,658427,ATHLETA GIRLS,GIRLS TOPS,SWEATSHIRTS,PULLOVER,Tops,,Sweatshirts,GRAY,tops,recover,33.75,4.8,235.0,"Athleta Girls Tops
Athleta Girl Balance Sweatshirt
Color: GRAY (FOG GREY HEATHER)
About Fit and Sizing: Relaxed with room to move or layer
Material details: 78% TENCEL™ Lyocell/19% Polyester/ 3% Lycra
Collection: Balance
Final Sale","FOR: School, practice, and play; FEEL: Super-soft Brushed Nirvana is extra cozy; FAVE: Front kanga pocket includes surprise phone storage
"
658434012,658434,ATHLETA GIRLS,GIRLS TOPS,TOPS,L/S,Tops,,Active Tops,BLACK,tops,all day active,55.0,4.9,21.0,"Athleta Girls Tops
Athleta Girl Rise Above Rib Crop Top
Color: BLACK (BLACK)
About Fit and Sizing: Fitted next to the body; Crop length, sits above the natural waist
Material details: 100% Nylon null%
Collection: Rise Above
Online Exclusive","FOR: School, practice, and play; FEEL: Seamless construction for maximum comfort and minimal chafing; FAVE: Double layered fabric for added coverage
"
658435022,658435,ATHLETA GIRLS,GIRLS TOPS,TOPS,L/S,Tops,,Active Tops; long sleeve tee,BLACK,tops,all day active,55.0,4.7,282.0,"Athleta Girls Tops
Athleta Girl Power Up Sport Length Seamless Top
Color: BLACK (BLACK)
About Fit and Sizing: Semi-fitted, skims easily over the body; Sport length, sits at the high hip
Material details: Solid Colors: 96% Nylon/4% Spandex
Collection: Power Up
Final Sale","FOR: School, practice, and play; FEEL: Seamless construction for maximum comfort and minimal chafing; FAVE: Thumbholes keep her sleeves in place
"
658514022,658514,WOMENS,APPAREL,LONG SLEEVE KNIT,LONG,Tops,Run & Train,Active Tops; long sleeve tee,BLACK,tops,run,79.0,4.7,96.0,"Womens Tops
Momentum Stripe Seamless Top
Color: BLACK (MINI STRIPE BLACK)
Activity: Run & Train
About Fit and Sizing: Fitted next to the body; Regular length, hits at low hip; Crew neck; Body length in size medium: Regular: 25.75"" Plus: 26""
Material details: 100% Nylon
Fabric performance: Breathable; Quick Dry; Wicking; UPF
Additional features: Thumbholes
Collection: Momentum
","FOR: Medium to high-impact workouts at the gym, studio, or outdoors; FEEL: Seamless construction for maximum comfort and minimal chafing; FAVE: Grippers at bottom hem to prevent it riding up
Run & Train"
658613102,658613,ATHLETA GIRLS,GIRLS INTIMATES,BRAS,BRAS,Bras or Support Tops,,Bras,WHITE,intimates,all day active,29.0,4.8,106.0,"Athleta Girls Bras or Support Tops
Athleta Girl Cloud Racerback Bra
Color: WHITE (BRIGHT WHITE 1)
About Fit and Sizing: Close to the body for live-in comfort
Material details: 75% Nylon/25% Lycra
","FOR: School, practice, and play; FEEL: Powervita fabric is buttery soft with support that feels like a gentle hug; FAVE: Spacer foam through the front panel provides built-in coverage
"
659006002,659006,ATHLETA GIRLS,GIRLS BOTTOMS,SKIRTS/SKORTS,WOVEN,Bottoms,,Skirts; Skorts,BLUE,bottoms,uniform,45.0,4.5,17.0,"Athleta Girls Bottoms
Athleta Girl Pleated Uniform Skort
Color: BLUE (NAVY)
About Fit and Sizing: Relaxed with room to move or layer
Material details: 88% Recycled Polyester/12% Spandex
Collection: School Day
Online Exclusive","FOR: School uniform that's perfect for play; FEEL: Woven fabric is soft and breathable; FAVE: Built-in shorts for additional coverage
"
659006022,659006,ATHLETA GIRLS,GIRLS BOTTOMS,SKIRTS/SKORTS,WOVEN,Bottoms,,Skirts; Skorts,BEIGE,bottoms,uniform,33.75,4.5,17.0,"Athleta Girls Bottoms
Athleta Girl Pleated Uniform Skort
Color: BEIGE (BROWNSTONE BEIGE)
About Fit and Sizing: Relaxed with room to move or layer
Material details: 88% Recycled Polyester/12% Spandex
Collection: School Day
Online Exclusive","FOR: School uniform that's perfect for play; FEEL: Woven fabric is soft and breathable; FAVE: Built-in shorts for additional coverage
"
659028022,659028,WOMENS,INTIMATES,BRAS,UNDERWIRE,Bras or Support Tops,Run & Train,Bras,BLACK,intimates,train,48.3,4.2,125.0,"Womens Bras or Support Tops
Glory Bra
Color: BLACK (BLACK)
Activity: Run & Train
About Fit and Sizing: Designed for B-DD cups; MEDIUM COVERAGE: Mid-rise neckline strikes the balance between concealed and revealed; UNDERWIRE SUPPORT: Designed to give you the ultimate lift and support
Material details: 67% Nylon/33% Spandex
Fabric performance: Wicking; Breathable; Quick Dry
Additional features: Adjustable Straps
Best Seller","BEST FOR CARDIO: run + train + HIIT; IMPACT: High-impact workouts, best for B-DD cups; FEEL: Sleek fabric molds to your body and retains its shape; FAVE: Hook and eye closure for easy on/off wear; Adjustable straps for a customizable fit
Run & Train"
659029002,659029,WOMENS,INTIMATES,BRAS,WIRELESS,Bras or Support Tops,Run & Train,Bras,BLACK,intimates,train,34.3,4.7,299.0,"Womens Bras or Support Tops
Train Free Bra D-DD
Color: BLACK (BLACK)
Activity: Run & Train
About Fit and Sizing: Designed for D-DD+ cups; IMPACT: For medium-impact workouts; MEDIUM COVERAGE: Mid-rise neckline strikes the balance between concealed and revealed; Padded, Removable
Material details: 75% Recycled Polyester/25% Lycra
Fabric performance: Quick Dry; Wicking; UPF; Breathable
Best Seller","BEST FOR CARDIO: run + train + HIIT; IMPACT: Medium-impact workouts, best for D-DD+ cups; FEEL: Recycled SuperSonic fabric is sleek with supportive compression; FAVE: Strappy racerback design provides distraction-free mobility and airflow
Run & Train"
659029022,659029,WOMENS,INTIMATES,BRAS,WIRELESS,Bras or Support Tops,Run & Train,Bras,WHITE,intimates,train,49.0,4.7,299.0,"Womens Bras or Support Tops
Train Free Bra D-DD
Color: WHITE (BRIGHT WHITE)
Activity: Run & Train
About Fit and Sizing: Designed for D-DD+ cups; IMPACT: For medium-impact workouts; MEDIUM COVERAGE: Mid-rise neckline strikes the balance between concealed and revealed; Padded, Removable
Material details: 75% Recycled Polyester/25% Lycra
Fabric performance: Quick Dry; Wicking; UPF; Breathable
Best Seller","BEST FOR CARDIO: run + train + HIIT; IMPACT: Medium-impact workouts, best for D-DD+ cups; FEEL: Recycled SuperSonic fabric is sleek with supportive compression; FAVE: Strappy racerback design provides distraction-free mobility and airflow
Run & Train"
659029172,659029,WOMENS,INTIMATES,BRAS,WIRELESS,Bras or Support Tops,Run & Train,Bras,GREEN,intimates,train,34.3,4.7,299.0,"Womens Bras or Support Tops
Train Free Bra D-DD
Color: GREEN (ASPEN OLIVE)
Activity: Run & Train
About Fit and Sizing: Designed for D-DD+ cups; IMPACT: For medium-impact workouts; MEDIUM COVERAGE: Mid-rise neckline strikes the balance between concealed and revealed; Padded, Removable
Material details: 75% Recycled Polyester/25% Lycra
Fabric performance: Quick Dry; Wicking; UPF; Breathable
","BEST FOR CARDIO: run + train + HIIT; IMPACT: Medium-impact workouts, best for D-DD+ cups; FEEL: Recycled SuperSonic fabric is sleek with supportive compression; FAVE: Strappy racerback design provides distraction-free mobility and airflow
Run & Train"
659029192,659029,WOMENS,INTIMATES,BRAS,WIRELESS,Bras or Support Tops,Run & Train,Bras,BLUE,intimates,train,49.0,4.7,299.0,"Womens Bras or Support Tops
Train Free Bra D-DD
Color: BLUE (DARK RINSE)
Activity: Run & Train
About Fit and Sizing: Designed for D-DD+ cups; IMPACT: For medium-impact workouts; MEDIUM COVERAGE: Mid-rise neckline strikes the balance between concealed and revealed; Padded, Removable
Material details: 75% Recycled Polyester/25% Lycra
Fabric performance: Quick Dry; Wicking; UPF; Breathable
","BEST FOR CARDIO: run + train + HIIT; IMPACT: Medium-impact workouts, best for D-DD+ cups; FEEL: Recycled SuperSonic fabric is sleek with supportive compression; FAVE: Strappy racerback design provides distraction-free mobility and airflow
Run & Train"
659032002,659032,WOMENS,INTIMATES,BRAS,WIRELESS,Bras or Support Tops,Run & Train,Bras,WHITE,intimates,train,49.0,4.5,311.0,"Womens Bras or Support Tops
Train Free Bra A-C
Color: WHITE (BRIGHT WHITE)
Activity: Run & Train
About Fit and Sizing: Designed for A-C cups; IMPACT: For medium-impact workouts; MEDIUM COVERAGE: Mid-rise neckline strikes the balance between concealed and revealed; Padded, Removable
Material details: 75% Recycled Polyester/25% Lycra
Fabric performance: Quick Dry; Wicking; UPF; Breathable
Best Seller","BEST FOR CARDIO: run + train + HIIT; IMPACT: Medium-impact workouts, best for A-C cups; FEEL: Recycled SuperSonic fabric is sleek with supportive compression; FAVE: Strappy racerback design provides distraction-free mobility and airflow
Run & Train"
659032032,659032,WOMENS,INTIMATES,BRAS,WIRELESS,Bras or Support Tops,Run & Train,Bras,BLUE,intimates,train,34.3,4.5,311.0,"Womens Bras or Support Tops
Train Free Bra A-C
Color: BLUE (GRANITE BLUE)
Activity: Run & Train
About Fit and Sizing: Designed for A-C cups; IMPACT: For medium-impact workouts; MEDIUM COVERAGE: Mid-rise neckline strikes the balance between concealed and revealed; Padded, Removable
Material details: 75% Recycled Polyester/25% Lycra
Fabric performance: Quick Dry; Wicking; UPF; Breathable
","BEST FOR CARDIO: run + train + HIIT; IMPACT: Medium-impact workouts, best for A-C cups; FEEL: Recycled SuperSonic fabric is sleek with supportive compression; FAVE: Strappy racerback design provides distraction-free mobility and airflow
Run & Train"
659032192,659032,WOMENS,INTIMATES,BRAS,WIRELESS,Bras or Support Tops,Run & Train,Bras,BLUE,intimates,train,49.0,4.5,311.0,"Womens Bras or Support Tops
Train Free Bra A-C
Color: BLUE (DARK RINSE)
Activity: Run & Train
About Fit and Sizing: Designed for A-C cups; IMPACT: For medium-impact workouts; MEDIUM COVERAGE: Mid-rise neckline strikes the balance between concealed and revealed; Padded, Removable
Material details: 75% Recycled Polyester/25% Lycra
Fabric performance: Quick Dry; Wicking; UPF; Breathable
","BEST FOR CARDIO: run + train + HIIT; IMPACT: Medium-impact workouts, best for A-C cups; FEEL: Recycled SuperSonic fabric is sleek with supportive compression; FAVE: Strappy racerback design provides distraction-free mobility and airflow
Run & Train"
659060002,659060,WOMENS,APPAREL,SUPPORT TOPS,SLEEVELESS,Tops,Yoga & Studio,Support Tops; Tank,WHITE,tops,studio,44.8,4.4,144.0,"Womens Tops
Solace Built-In Bra Tank
Color: WHITE (BRIGHT WHITE)
Activity: Yoga & Studio
About Fit and Sizing: Designed for A-C cups; Fitted next to the body; Regular length, hits at low hip; Body length in size medium: Regular: 23""
Material details: 75% Nylon/25% Lycra
Fabric performance: Breathable; Quick Dry; Wicking; UPF
Additional features: Built-In Bra
Collection: Solace
Best Seller","BEST FOR STUDIO: yoga + barre + pilates; IMPACT: Light-impact workouts, best for A-C cups; FEEL: Powervita fabric is buttery soft with support that feels like a gentle hug; FAVE: Internal shelf bra for support and coverage; Built-in bra top; Easily pairs with the Empower Mastectomy Bra Insert
Yoga & Studio"
659063002,659063,WOMENS,APPAREL,SUPPORT TOPS,SLEEVELESS,Tops,Yoga & Studio,Support Tops; Tank,WHITE,tops,studio,54.0,4.3,78.0,"Womens Tops
Elation V-Neck Built-In Bra Tank D-DD
Color: WHITE (BRIGHT WHITE)
Activity: Yoga & Studio
About Fit and Sizing: Fitted next to the body; Regular length, hits at low hip; Body length in size medium: Regular: 23""
Material details: 75% Nylon/25% Lycra
Fabric performance: Breathable; Quick Dry; UPF
Additional features: Built-In Bra
Collection: Elation
","BEST FOR STUDIO: yoga + barre + pilates; IMPACT: Light-impact workouts, best for D-DD cups; FEEL: Powervita fabric is buttery soft with support that feels like a gentle hug; FAVE: Internal built-in shelf bra for support and coverage
Yoga & Studio"
659091002,659091,WOMENS,APPAREL,JACKET-INSULATED,MID,Outerwear,,Jackets,BLACK,outerwear,all day active,131.4,4.4,190.0,"Womens Outerwear
Downtown Puffer Jacket
Color: BLACK (BLACK)
About Fit and Sizing: Semi-fitted, skims easily over the body; Covers your assets: longer length for more coverage
Material details: 100% Recycled Polyester
Fabric performance: Insulated; Water Repellant
","FOR: Commuting, work, and travel; FEEL: Recycled polyester fabrication is sleek with a soft hand-feel; FAVE: Insulated and removable hood; 2-way zipper for added mobility; Secure zip pockets to store your essentials; Locker loop for easy hanging; To view a copy of this product’s label, copy the style number below and search this database
"
659219022,659219,WOMENS,FOOTWEAR,ATHLETIC SHOES,RUN/TRAIL,Shoes,,Performance Footwear,BLACK,footwear,run,169.0,4.3,62.0,"Womens Shoes
Saysh Felix Running Shoe
Color: BLACK (EBONY)
About Fit and Sizing: Available in sizes 5.5 – 11
Material details: Forefoot is constructed with an airy and light knit, a reinforcement in the toe, and a unique midfoot lacing manufactured with a seamless warp knit web
Excluded from Promotion","FOR: Medium to high-impact workouts at the gym, studio, or outdoors; FEEL: Soft yet responsive feel using supercritical foam technology, molded heel, and knit upper with midfoot support; FAVE: Breathable mesh liner; Double-top eyestay for adjustability when cinching; Molded internal cushioning for a snug fit; Midfoot web creates a custom cinch along the arch; Discrete reflective details
"
659271032,659271,WOMENS,APPAREL,SWEATSHIRT,HIP,Tops,Restore,Sweatshirts; Active Tops,BLACK,tops,recover,59.0,4.7,679.0,"Womens Tops
Step Forward Sweatshirt Tee
Color: BLACK (BLACK)
Activity: Restore
About Fit and Sizing: Semi-fitted, skims easily over the body; Regular length, hits at low hip; V-neck
Material details: 97% TENCEL™ Modal/3% Spandex
Fabric performance: Breathable
Collection: Nirvana
","FOR: Restoration and rejuvenation; FEEL: Nirvana is the softest fabric imaginable; FAVE: Rib cuffs and hem provide extra comfort
Restore"
659271062,659271,WOMENS,APPAREL,SWEATSHIRT,HIP,Tops,Restore,Sweatshirts; Active Tops,PURPLE,tops,recover,41.3,4.7,679.0,"Womens Tops
Step Forward Sweatshirt Tee
Color: PURPLE (DARK AMETHYST (COLORO)
Activity: Restore
About Fit and Sizing: Semi-fitted, skims easily over the body; Regular length, hits at low hip; V-neck
Material details: 97% TENCEL™ Modal/3% Spandex
Fabric performance: Breathable
Collection: Nirvana
","FOR: Restoration and rejuvenation; FEEL: Nirvana is the softest fabric imaginable; FAVE: Rib cuffs and hem provide extra comfort
Restore"
659287002,659287,WOMENS,APPAREL,SWEATSHIRT,LONG,Tops,Restore; ,Sweatshirts; Active Tops,BLACK,tops,recover,55.3,4.7,3280.0,"Womens Tops
Coaster Luxe Recover Sweatshirt
Color: BLACK (BLACK)
Activity: Restore; 
About Fit and Sizing: Covers your assets: longer length for more coverage; Relaxed with room to move; Crew neck; Body length in size medium: Regular: Front 24.5"" Back 27""
Material details: 78% TENCEL™ Lyocell/19% Polyester/3% Lycra
Fabric performance: Breathable
Additional features: Thumbholes
Collection: Nirvana
Best Seller","Your favorite CYA sweatshirt, now with revamped finishes, stay-closed thumbholes, and a crew neckline; FOR: Lounge and restoration; FEEL: Super-soft Brushed Nirvana is extra cozy; FAVE: Thumbholes hold sleeves in place and keep you warm; Slits on side for easier mobility
Restore; "
